iter_num,loss_val
0,nan
100,0.3865
100,0.3865
200,0.2401
300,0.1974
400,0.1805
500,0.1759
600,0.1173
700,0.0936
800,0.0858
900,0.0962
1000,0.076
1100,0.0711
1200,0.0822
1300,0.0833
1400,0.0772
1500,0.0315
1600,0.0272
1700,0.0767
1800,0.0701
1800,0.0701
1900,0.0323
2000,0.0289
2100,0.0627
2200,0.0493
2300,0.0443
2400,0.0253
2500,0.023
2500,0.023
2500,0.0768
2600,0.0602
2700,0.0228
2800,0.0213
2900,0.0249
3000,0.0251
3100,0.0806
3200,0.0645
3300,0.018
3400,0.0206
3500,0.0458
3600,0.0165
3700,0.0183
3800,0.0529
3900,0.0371
4000,0.038
4100,0.0189
4200,0.0162
4300,0.0408
4400,0.0313
4500,0.0225
4600,0.0211
4700,0.0198
4800,0.0561
4900,0.0379
5000,0.032
5100,0.0318
5200,0.013
5300,0.0127
5400,0.0283
5500,0.0231
5600,0.0149
5700,0.0143
5800,0.0099
5900,0.012
6000,0.0257
6100,0.0251
6200,0.0225
6200,0.0225
6300,0.026
6400,0.0166
6500,0.0119
6600,0.0105
6700,0.0083
6800,0.0286
6900,0.0194
7000,0.0226
7100,0.0208
7200,0.0209
7300,0.023
7400,0.018
7500,0.0192
7600,0.0241
7700,0.0227
7800,0.0177
8000,0.0223
8100,0.0148
8300,0.0282
8400,0.0194
8500,0.0118
8600,0.0081
8600,0.0081
8700,0.0167
8800,0.0172
8900,0.0165
9000,0.0109
9100,0.0092
9200,0.0097
9300,0.0075
9400,0.0197
9500,0.0201
9600,0.0197
9700,0.0218
9800,0.0151
9900,0.0084
10000,0.0133
10100,0.0099
10200,0.0439
10300,0.0205
10400,0.0181
10500,0.019
10600,0.0118
10700,0.0072
10800,0.0199
10900,0.013
11000,0.0167
11100,0.0181
11200,0.0066
11300,0.0089
11400,0.016
11500,0.0128
11600,0.0161
11700,0.0119
11800,0.007
11900,0.0197
12000,0.0138
12100,0.0179
12200,0.0157
12300,0.0136
12400,0.014
12500,0.0118
12600,0.0099
12700,0.0093
12800,0.0098
12900,0.0069
13000,0.0084
13100,0.0092
13300,0.0128
13300,0.0128
13400,0.0161
13500,0.01
13600,0.0098
13700,0.011
13800,0.0146
13900,0.0149
14000,0.0102
14100,0.0124
14200,0.0127
14300,0.0108
14400,0.0176
14500,0.0121
14600,0.0091
14700,0.0144
14800,0.0115
14900,0.014
15000,0.0146
15200,0.0113
15300,0.0098
15400,0.0134
15500,0.0061
15600,0.0047
15700,0.0151
15800,0.0119
15900,0.0096
16000,0.0172
16100,0.0128
16300,0.0103
16400,0.0108
16500,0.01
16600,0.0151
16700,0.0127
16800,0.0125
16900,0.0104
17000,0.0087
17100,0.0154
17200,0.0124
17300,0.0116
17400,0.0079
17500,0.0118
17600,0.0104
17700,0.009
17800,0.0051
18000,0.0049
18100,0.0131
18200,0.0077
18300,0.0092
18400,0.0091
18500,0.0099
18600,0.0074
18700,0.0062
18800,0.0048
18900,0.0047
19000,0.0044
19100,0.0035
19200,0.004
19300,0.0152
19400,0.0129
19500,0.0109
19600,0.015
19600,0.015
19700,0.0072
19800,0.0061
19800,0.0061
19900,0.007
20000,0.0078
20100,0.012
20200,0.0168
20300,0.0124
20400,0.0121
20500,0.0072
20600,0.0053
20700,0.004
20800,0.0114
20900,0.0079
21000,0.0099
21100,0.0064
21200,0.0092
21300,0.0079
21400,0.009
21500,0.0111
21600,0.0054
21700,0.0042
21800,0.0043
21900,0.014
22000,0.0122
22100,0.0037
22200,0.0036
22200,0.0036
22300,0.0034
22400,0.0034
22500,0.0127
22600,0.0088
22700,0.0061
22800,0.0055
22900,0.0062
23000,0.0099
23100,0.0081
23200,0.0128
23300,0.0096
23400,0.0104
23500,0.0099
23600,0.0073
23700,0.0086
23800,0.0131
23900,0.0099
24000,0.0068
24100,0.0031
24200,0.0111
24300,0.0093
24400,0.0059
24500,0.0055
24600,0.0084
24700,0.0108
24800,0.0065
24900,0.0067
25000,0.0036
25100,0.0035
25200,0.0072
25300,0.008
25400,0.007
25500,0.0081
25600,0.0094
25800,0.0037
25900,0.0039
26000,0.0034
26100,0.0096
26200,0.0081
26300,0.0079
26400,0.0047
26500,0.0055
26600,0.0048
26700,0.0045
26800,0.0063
26900,0.0079
27000,0.0065
27100,0.009
27200,0.0077
27300,0.0089
27400,0.0059
27500,0.0047
27600,0.0058
27700,0.0055
27800,0.0031
27900,0.0026
28000,0.0028
28100,0.0028
28200,0.009
28300,0.0058
28400,0.0054
28500,0.0022
28600,0.0026
28700,0.0069
28800,0.0076
28900,0.0029
29000,0.0027
29100,0.0091
29200,0.0049
29300,0.0046
29400,0.0025
29500,0.0024
29500,0.0024
29600,0.0099
29700,0.0074
29800,0.0035
29900,0.0021
30000,0.0065
30100,0.0043
30200,0.0079
30300,0.0051
30400,0.0055
30500,0.0057
30600,0.0048
30700,0.0022
30800,0.0025
30900,0.0024
31000,0.0022
31100,0.0057
31200,0.0073
31300,0.0023
31400,0.012
31500,0.0047
31600,0.0028
31700,0.0022
31800,0.0063
31900,0.0046
32000,0.0058
32100,0.0048
32200,0.0061
32300,0.0042
32400,0.0096
32500,0.0047
32600,0.0049
32700,0.0023
32800,0.0026
32900,0.0024
33000,0.0022
33100,0.0039
33200,0.0053
33300,0.0025
33400,0.0022
33500,0.0055
33600,0.0034
33700,0.0033
33800,0.0102
33900,0.007
34000,0.0022
34100,0.003
34200,0.0084
34300,0.0076
34500,0.0052
34600,0.0068
34700,0.0079
34800,0.0068
34900,0.0046
35000,0.0028
35100,0.0025
35200,0.0076
35300,0.0039
35400,0.0021
35600,0.0063
35700,0.002
35800,0.0087
35900,0.0075
36000,0.0021
36100,0.0022
36200,0.0054
36300,0.0044
36400,0.0023
36500,0.0069
36600,0.0056
36700,0.0043
36800,0.0038
36900,0.0035
37000,0.0037
37100,0.0022
37200,0.0021
37300,0.0043
37400,0.0034
37500,0.0043
37600,0.003
37600,0.006
37700,0.0063
37800,0.0078
37900,0.0062
37900,0.0062
38000,0.0027
38100,0.002
38200,0.0019
38300,0.0022
38300,0.0022
38400,0.0058
38500,0.002
38600,0.0018
38700,0.0065
38800,0.0052
38900,0.0061
39000,0.0034
39100,0.0039
39100,0.0039
39200,0.0034
39300,0.0067
39400,0.0063
39500,0.0021
39600,0.0019
39700,0.0054
39800,0.0056
39900,0.0054
40000,0.0083
40100,0.0033
40200,0.0035
40300,0.0075
40300,0.0075
40400,0.0059
40500,0.0058
40600,0.0019
40700,0.0022
40800,0.0055
40900,0.0066
41000,0.005
41100,0.0058
41200,0.0054
41300,0.0036
41300,0.0036
41500,0.003
41600,0.0035
41700,0.003
41800,0.0024
41900,0.0045
42000,0.0036
42100,0.0062
42200,0.0021
42300,0.0016
42400,0.0042
42500,0.0034
42600,0.0043
42700,0.0062
42800,0.0074
42800,0.0074
42900,0.003
43000,0.0057
43100,0.0055
43200,0.0018
43300,0.0019
43400,0.0034
43500,0.0032
43700,0.0019
43800,0.0017
43900,0.0058
44000,0.0056
44100,0.0049
44200,0.0041
44300,0.002
44400,0.0017
44500,0.0034
44600,0.0036
44700,0.0016
44900,0.0042
45100,0.0033
45200,0.0031
45400,0.0036
45500,0.0017
45600,0.0014
45700,0.0018
45800,0.0016
45900,0.0036
46000,0.006
46100,0.006
46100,0.006
46200,0.0055
46300,0.0027
46400,0.0029
46400,0.0029
46500,0.0057
46600,0.0068
46700,0.0061
46800,0.0017
46900,0.0016
47000,0.0032
47100,0.003
47100,0.003
47200,0.0051
47300,0.0027
47400,0.0034
47500,0.0022
47600,0.0016
47700,0.0031
47800,0.003
47900,0.0016
48000,0.0015
48100,0.0015
48200,0.0015
48300,0.0034
48400,0.0023
48400,0.0023
48500,0.0064
48600,0.0027
48700,0.0031
48800,0.0016
48900,0.0018
49000,0.0031
49100,0.0025
49100,0.0025
49200,0.0017
49300,0.0016
49300,0.0016
49400,0.0014
49500,0.0016
49600,0.0029
49700,0.0039
49800,0.004
49900,0.0061
50000,0.0028
50100,0.0026
50200,0.0029
50300,0.0026
50400,0.0033
50500,0.0038
50600,0.006
50700,0.0026
50800,0.0028
50900,0.0026
51000,0.0032
51100,0.0025
51200,0.0028
51300,0.0014
51400,0.0015
51500,0.0041
51600,0.0049
51700,0.005
51800,0.0027
51900,0.0026
52000,0.005
52200,0.0019
52300,0.0072
52400,0.0055
52400,0.0055
52500,0.0044
52600,0.0049
52700,0.0043
52800,0.0052
52900,0.0026
53000,0.0025
53100,0.0014
53200,0.0014
53300,0.0049
53400,0.0035
53500,0.0035
53600,0.0013
53700,0.0012
53800,0.0026
53900,0.0022
54000,0.0015
54100,0.0017
54200,0.0016
54300,0.0015
54400,0.0063
54500,0.0051
54600,0.0034
54700,0.0022
54800,0.0052
54900,0.0042
55000,0.0015
55100,0.0014
55200,0.0055
55300,0.0056
55400,0.004
55500,0.0043
55600,0.0032
55700,0.0026
55700,0.0026
55800,0.0022
55900,0.0021
55900,0.0021
56000,0.0055
56100,0.0049
56200,0.0054
56300,0.004
56400,0.0044
56400,0.0044
56500,0.0037
56600,0.0049
56700,0.0037
56800,0.0029
56900,0.0027
57000,0.0025
57100,0.0058
57200,0.0065
57300,0.0016
57400,0.0014
57500,0.0026
57600,0.003
57700,0.0013
57800,0.0016
57900,0.0027
58000,0.0024
58100,0.0033
58200,0.0045
58300,0.0016
58400,0.0046
58500,0.003
58600,0.0019
58700,0.0013
58800,0.0055
58900,0.0044
59000,0.0027
59100,0.0026
59200,0.0062
59300,0.0028
59400,0.0055
59500,0.0021
59600,0.0062
59700,0.0048
59800,0.0016
59900,0.0014
59900,0.0014
60000,0.0014
60100,0.0013
60200,0.0045
60300,0.003
60500,0.0024
60600,0.0029
60700,0.0037
60800,0.0029
60900,0.0022
61000,0.0053
61100,0.0037
61200,0.0041
61300,0.0033
61400,0.0018
61500,0.0025
61700,0.0013
61800,0.0012
62000,0.0024
62100,0.0022
62100,0.0022
62200,0.0042
62300,0.0047
62400,0.0021
62500,0.0022
62600,0.0026
62700,0.0024
62800,0.0032
62900,0.0013
63000,0.0011
63100,0.0023
63200,0.0024
63300,0.0037
63400,0.0049
63500,0.0011
63600,0.0068
63700,0.0039
63800,0.0023
63900,0.0024
64000,0.0041
64200,0.0027
64300,0.0065
64400,0.0046
64500,0.0021
64600,0.0044
64700,0.0038
64800,0.0026
64900,0.0021
65000,0.0014
65100,0.0014
65200,0.0026
65300,0.0047
65400,0.0043
65500,0.0019
65600,0.0014
65700,0.0036
65800,0.0038
65900,0.004
66000,0.0023
66100,0.0024
66200,0.0024
66300,0.002
66400,0.0029
66500,0.0053
66600,0.0048
66700,0.0023
66800,0.002
67000,0.0033
67100,0.0027
67200,0.0039
67300,0.0034
67300,0.0034
67400,0.0041
67500,0.0023
67600,0.0024
67700,0.0027
67800,0.0035
67900,0.0031
68000,0.0012
68100,0.0012
68200,0.0012
68300,0.001
68400,0.004
68500,0.0041
68600,0.0036
68700,0.0014
68800,0.0012
68900,0.0025
69100,0.0026
69200,0.0026
69300,0.0019
69400,0.0025
69500,0.0027
69600,0.002
69700,0.0024
69800,0.0015
69900,0.0011
70000,0.0021
70100,0.0024
70200,0.0025
70300,0.0019
70400,0.0012
70500,0.0029
70600,0.0019
70700,0.0028
70800,0.0021
70900,0.0024
71000,0.0024
71100,0.0024
71200,0.0047
71300,0.0013
71400,0.0074
71500,0.0042
71600,0.0021
71700,0.0016
71800,0.0012
71900,0.0011
72000,0.0011
72200,0.0057
72300,0.0013
72400,0.0012
72400,0.0012
72400,0.0078
72500,0.0033
72600,0.003
72700,0.0021
72800,0.0012
72900,0.0013
73000,0.0037
73100,0.0016
73200,0.0014
73300,0.0011
73400,0.0011
73500,0.0028
73600,0.0022
73700,0.0011
73800,0.0011
73900,0.0047
74000,0.0018
74100,0.0018
74200,0.0021
74300,0.0024
74400,0.0027
74500,0.0019
74600,0.002
74700,0.0037
74800,0.0033
74900,0.0016
75000,0.0012
75200,0.004
75300,0.0045
75400,0.0013
75500,0.0012
75500,0.0012
75600,0.002
75700,0.002
75800,0.0022
75900,0.002
76000,0.0019
76100,0.003
76200,0.0049
76300,0.0011
76400,0.0069
76500,0.0036
76600,0.0048
76700,0.0011
76800,0.0009
76900,0.0019
77000,0.0018
77100,0.0012
77200,0.0011
77300,0.0013
77400,0.0011
77500,0.0019
77600,0.0017
77700,0.001
77800,0.0009
77900,0.0019
78000,0.0021
78100,0.0019
78200,0.0038
78300,0.0028
78400,0.0018
78500,0.0011
78600,0.0022
78600,0.0022
78700,0.0017
78800,0.0038
78900,0.0022
79000,0.0022
79100,0.0022
79200,0.0041
79300,0.0013
79400,0.0011
79500,0.0031
79600,0.0029
79700,0.0011
79800,0.0011
79900,0.004
80000,0.0012
80100,0.0012
80200,0.0013
80300,0.0011
80500,0.0024
80600,0.0019
80700,0.0044
80800,0.003
80900,0.0011
81000,0.0011
81100,0.0011
81200,0.0011
81300,0.0018
81400,0.0018
81500,0.0009
81600,0.0008
81700,0.0032
81800,0.0015
81900,0.0011
82000,0.0019
82100,0.0017
82200,0.005
82300,0.0021
82400,0.001
82500,0.0011
82600,0.001
82700,0.0034
82800,0.002
82900,0.0021
83000,0.0021
83100,0.001
83200,0.001
83300,0.0018
83400,0.0016
83500,0.0019
83600,0.0017
83700,0.0018
83800,0.0015
83900,0.0042
84000,0.0041
84100,0.001
84200,0.0011
84300,0.0022
84400,0.0019
84500,0.0013
84600,0.0011
84700,0.0009
84800,0.0008
84900,0.0033
85000,0.0027
85100,0.0027
85200,0.0018
85300,0.0014
85300,0.0014
85400,0.0009
85500,0.0009
85600,0.0022
85700,0.0017
85900,0.0031
86000,0.0037
86100,0.0023
86200,0.0021
86300,0.0016
86400,0.0017
86500,0.002
86600,0.0013
86700,0.001
86800,0.0019
86900,0.0018
87000,0.0019
87100,0.0019
87200,0.0038
87300,0.0018
87400,0.0019
87500,0.0017
87600,0.0016
87700,0.0034
87800,0.0009
87900,0.001
88000,0.0012
88100,0.0009
88200,0.001
88300,0.0009
88400,0.0018
88500,0.0014
88600,0.0019
88700,0.0018
88800,0.0015
88900,0.0013
89000,0.0036
89100,0.0008
89200,0.0008
89300,0.0033
89400,0.0009
89500,0.0011
89600,0.0027
89700,0.0041
89800,0.0039
89900,0.0033
90000,0.002
90100,0.0018
90200,0.0026
90300,0.002
90400,0.0016
90500,0.0019
90600,0.0016
90700,0.0011
90800,0.0011
90900,0.0021
91000,0.0019
91100,0.0008
91200,0.0008
91300,0.001
91400,0.0009
91500,0.0019
91600,0.0015
91700,0.0015
91800,0.0017
91900,0.0009
92000,0.0009
92100,0.0025
92200,0.0026
92300,0.0026
92400,0.0008
92500,0.0008
92600,0.0039
92700,0.0014
92800,0.0014
92900,0.0018
93000,0.0017
93100,0.0008
93200,0.0009
93300,0.0033
93400,0.0042
93500,0.0018
93600,0.0009
93700,0.0026
93800,0.0028
93900,0.0038
94000,0.0026
94100,0.0027
94200,0.0013
94300,0.0016
94400,0.0008
94500,0.0008
94600,0.0023
94800,0.0019
94900,0.0032
95000,0.003
95100,0.0035
95200,0.0022
95300,0.0018
95300,0.0018
95400,0.0019
95500,0.0027
95600,0.0022
95700,0.0016
95800,0.0016
95900,0.0014
96000,0.0046
96100,0.0007
96200,0.0054
96300,0.0027
96400,0.0039
96500,0.0019
96600,0.0019
96700,0.0035
96800,0.0019
96900,0.0024
97000,0.0031
97100,0.0018
97200,0.0016
97300,0.0026
97500,0.0008
97600,0.0033
97700,0.0017
97800,0.0039
97900,0.0017
98000,0.0009
98100,0.0023
98200,0.002
98300,0.0032
98400,0.0035
98500,0.002
98600,0.0017
98700,0.0016
98800,0.0017
98900,0.0016
99000,0.0013
99000,0.0013
99100,0.0012
99200,0.0044
99300,0.0038
99400,0.0012
99500,0.0015
99600,0.0014
99700,0.0019
99800,0.0015
99900,0.0034
100000,0.0009
100100,0.0009
100200,0.0015
100300,0.0018
100400,0.0027
100500,0.0023
100600,0.0023
100700,0.0031
100800,0.0041
100900,0.0011
101000,0.0009
101100,0.002
101200,0.0016
101300,0.0016
101400,0.0015
101500,0.0014
101600,0.0034
101700,0.0036
101800,0.0009
101900,0.001
102000,0.0022
102100,0.001
102200,0.0007
102300,0.0038
102400,0.0017
102500,0.0011
102600,0.0011
102700,0.0013
102800,0.0036
102900,0.0023
103000,0.0016
103100,0.0015
103200,0.001
103300,0.0022
103400,0.0016
103500,0.0009
103600,0.0007
103700,0.0032
103800,0.0025
103800,0.0025
103900,0.0007
104000,0.0008
104100,0.0014
104200,0.0018
104300,0.001
104400,0.0043
104500,0.0031
104600,0.0025
104700,0.0011
104800,0.0009
104900,0.002
105000,0.0018
105100,0.0016
105200,0.0015
105300,0.0013
105400,0.0037
105500,0.002
105600,0.0008
105700,0.0017
105800,0.0014
105900,0.0029
106000,0.0029
106100,0.002
106200,0.0022
106300,0.0023
106400,0.0009
106500,0.0008
106600,0.0016
106700,0.0017
106800,0.0012
106900,0.0014
107000,0.0013
107100,0.0041
107200,0.0033
107300,0.0008
107400,0.0008
107500,0.0014
107600,0.0015
107700,0.0013
107800,0.0015
107900,0.0017
108000,0.0014
108100,0.0013
108200,0.0008
108300,0.0008
108400,0.003
108500,0.0014
108600,0.0013
108700,0.0033
108800,0.0011
108900,0.001
109000,0.0007
109100,0.0007
109200,0.0008
109300,0.0008
109400,0.0012
109500,0.0009
109600,0.0006
109800,0.0039
109900,0.0025
110000,0.0024
110100,0.0024
110200,0.0017
110300,0.0015
110400,0.0015
110500,0.0012
110600,0.0022
110800,0.003
110900,0.0012
111000,0.0017
111100,0.0015
111200,0.0031
111300,0.0017
111400,0.0013
111500,0.0024
111600,0.0025
111700,0.0027
111800,0.0015
111900,0.0015
112000,0.0025
112100,0.0021
112200,0.0008
112300,0.0023
112400,0.0014
112500,0.001
112600,0.0009
112700,0.0028
112800,0.0023
112900,0.0023
113000,0.0011
113100,0.0011
113200,0.0016
113300,0.0014
113400,0.0011
113500,0.0016
113600,0.0014
113700,0.0014
113900,0.0012
114000,0.0012
114100,0.0012
114200,0.0012
114300,0.0012
114400,0.0012
114600,0.0016
114700,0.0011
114800,0.0027
114900,0.0026
115000,0.0029
115100,0.0013
115200,0.0017
115300,0.0008
115400,0.0008
115500,0.0013
115600,0.0011
115700,0.002
115700,0.002
115800,0.0007
115900,0.0009
116000,0.0024
116100,0.0024
116100,0.0024
116200,0.0014
116300,0.0009
116500,0.0034
116600,0.0027
116700,0.0025
116700,0.0025
116800,0.0029
116900,0.0015
117000,0.0023
117100,0.0029
117200,0.0031
117300,0.0022
117400,0.0021
117500,0.0013
117600,0.0012
117700,0.0012
117800,0.0019
117900,0.0019
118000,0.0039
118100,0.0022
118300,0.001
118400,0.0029
118500,0.0021
118600,0.0016
118700,0.0014
118800,0.0017
118900,0.0016
118900,0.0016
119000,0.0009
119100,0.0008
119200,0.0013
119300,0.0012
119400,0.0011
119500,0.0007
119600,0.0007
119700,0.0012
119800,0.0013
119900,0.0007
120000,0.0007
120100,0.0012
120200,0.0012
120300,0.0018
120400,0.0013
120500,0.0007
120600,0.0016
120700,0.0011
120800,0.0014
120900,0.0012
121000,0.0009
121100,0.0008
121200,0.0044
121300,0.0009
121400,0.0006
121500,0.0031
121600,0.0019
121700,0.0013
121800,0.0024
121900,0.0019
122000,0.0016
122100,0.0015
122200,0.0007
122300,0.0008
122300,0.0008
122400,0.0011
122500,0.0012
122500,0.0012
122600,0.0013
122700,0.0011
122800,0.0012
122900,0.0015
123000,0.0014
123100,0.002
123200,0.0011
123300,0.0024
123400,0.0025
123400,0.0025
123400,0.0023
123500,0.0013
123600,0.0012
123700,0.0013
123800,0.0025
123900,0.0022
124000,0.0011
124100,0.001
124200,0.0021
124400,0.0008
124500,0.0008
124600,0.0007
124700,0.0058
124800,0.0011
124900,0.0013
125000,0.0013
125100,0.0012
125200,0.0008
125300,0.0008
125400,0.0007
125500,0.0009
125600,0.0007
125700,0.0007
125900,0.0015
126000,0.0013
126100,0.0011
126200,0.0011
126300,0.002
126400,0.0022
126500,0.0008
126600,0.0007
126700,0.0007
126800,0.0007
126900,0.0019
127000,0.0012
127100,0.0014
127200,0.0011
127300,0.0013
127400,0.0011
127500,0.001
127600,0.001
127700,0.001
127800,0.0007
127900,0.0009
128000,0.0008
128100,0.0007
128200,0.0022
128300,0.0011
128400,0.0011
128500,0.0007
128600,0.0006
128700,0.0011
128800,0.0011
128900,0.0008
129000,0.0008
129100,0.0028
129200,0.0028
129300,0.0013
129400,0.0017
129500,0.0007
129600,0.0006
129700,0.0015
129800,0.0011
129900,0.0013
130000,0.0012
130100,0.0024
130200,0.0006
130300,0.0007
130400,0.0028
130500,0.0014
130600,0.0012
130700,0.0027
130800,0.0028
130900,0.0011
131000,0.0007
131100,0.0015
131200,0.0011
131300,0.0012
131400,0.0012
131500,0.0011
131600,0.001
131700,0.0007
131800,0.0007
131900,0.0024
132000,0.0022
132000,0.0022
132100,0.0013
132200,0.0025
132300,0.0018
132400,0.0013
132500,0.0012
132600,0.001
132700,0.0024
132800,0.002
132900,0.0026
133000,0.0008
133100,0.0008
133200,0.0012
133300,0.0011
133400,0.0033
133500,0.0011
133600,0.0011
133700,0.001
133800,0.0009
133900,0.0021
134000,0.0014
134100,0.0013
134200,0.0007
134300,0.0006
134400,0.0026
134500,0.0021
134600,0.001
134700,0.0011
134800,0.0006
134900,0.0006
135000,0.0007
135100,0.0006
135200,0.0014
135300,0.0029
135400,0.0035
135400,0.0035
135600,0.0012
135700,0.0018
135800,0.0013
135900,0.0012
136000,0.0007
136100,0.0009
136200,0.003
136300,0.0006
136400,0.0006
136500,0.0015
136600,0.0009
136700,0.0035
136800,0.0007
136900,0.0008
137000,0.0023
137100,0.0013
137200,0.0012
137300,0.0008
137400,0.0007
137500,0.0011
137600,0.0012
137700,0.001
137800,0.0009
137900,0.0011
138000,0.0019
138100,0.0021
138200,0.0031
138300,0.0013
138400,0.0012
138500,0.0019
138600,0.0013
138700,0.0012
138800,0.0021
138900,0.0021
139000,0.0008
139100,0.0008
139200,0.002
139300,0.0011
139400,0.0012
139500,0.0007
139600,0.0008
139700,0.0007
139800,0.0007
139900,0.0014
140000,0.001
140100,0.0019
140200,0.0022
140300,0.0017
140500,0.0005
140600,0.0025
140700,0.0013
140800,0.001
140900,0.001
141000,0.0013
141100,0.0013
141200,0.001
141200,0.001
141300,0.0012
141400,0.0011
141500,0.0009
141600,0.0014
141700,0.0012
141800,0.001
141900,0.0011
142000,0.0006
142100,0.0006
142200,0.0005
142300,0.0005
142300,0.0005
142400,0.0006
142500,0.0008
142600,0.0017
142700,0.003
142800,0.0031
143000,0.0012
143100,0.0006
143200,0.0006
143300,0.0013
143400,0.0013
143500,0.0005
143600,0.0007
143700,0.0012
143800,0.001
143900,0.0012
144000,0.0009
144200,0.001
144200,0.001
144300,0.0006
144400,0.0005
144500,0.0009
144600,0.001
144700,0.0022
144800,0.0008
144900,0.0008
145000,0.0007
145100,0.0007
145200,0.0015
145300,0.0013
145400,0.0012
145500,0.0013
145600,0.0005
145700,0.0005
145800,0.0007
145900,0.0006
146000,0.0014
146100,0.0019
146200,0.0017
146300,0.0011
146400,0.001
146500,0.001
146600,0.0012
146700,0.0018
146800,0.0024
146900,0.001
147000,0.0007
147100,0.0014
147200,0.0014
147300,0.0011
147400,0.001
147500,0.0026
147600,0.0006
147700,0.0005
147800,0.0005
147900,0.0006
148000,0.0006
148100,0.0006
148200,0.0005
148300,0.0006
148400,0.0026
